type,language,url,title,creators,source/applicant,publication_date,abstract,keywords 
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022108874&_cid=P10-L3TXGX-54087-2,SENSING CIRCUIT,"FIGOTIN, Alexander",THE REGENTS OF THE UNIVERSITY OF CALIFORNIA,27.05.2022,"Disclosed are example embodiments of a circuit comprising a first inductor-capacitor (LC) loop, a second LC loop having at least one of a series connection or parallel connection to the first LC loop, and a gyrator coupled between the first LC loop and the second LC loop. In an example, the first LC and the second LC loop each include an inductive element (L) and a capacitive (C) element coupled to each other in series. In another example, the first LC and the second LC loop each include an inductive element (L) and a capacitive (C) element coupled to each other in parallel.","['H03H', '11/04']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022108904&_cid=P10-L3TXGX-54087-2,CLAMP LOCKING MECHANISM,"JANOSCH, Daniel R.",MILWAUKEE ELECTRIC TOOL CORPORATION,27.05.2022,"A clamp release mechanism is provided. The clamp includes a body, a shaft slideably coupled to the body, a fixed jaw, and a moveable jaw coupled to the shaft. A locking component actuates between a locked position and an unlocked position. When in the locked position, the locking component biases the shaft to remain stationary with respect to the body. The clamp includes a securing component pivotally coupled to the locking component, and a biasing element that biases the securing components towards the shaft.","['B25B', '5/02']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022109099&_cid=P10-L3TXGX-54087-2,ANTAGONISTS OF THE MUSCARINIC ACETYLCHOLINE RECEPTOR M4,"BENDER, Aaron, M.",VANDERBILT UNIVERSITY,27.05.2022,"Disclosed herein are 6-((octahydrocyclopenta[c]pyrrol-5-yl)amino)pyridazin-3-yl- substituted pyridinones, pyrimidinones, and pyridazinones, useful as antagonists of the muscarinic acetylcholine receptor M4 (mAChR M4). Also disclosed herein are methods of making the compounds, pharmaceutical compositions comprising the compounds, and methods of treating disorders using the compounds and compositions.","['C07D', '401/14']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022109084&_cid=P10-L3TXGX-54087-2,FULL-LENGTH HUMAN IMMUNOGLOBULIN G ANTIBODY LIBRARIES FOR SURFACE DISPLAY AND SECRETION IN SACCHAROMYCES CEREVISIAE,"CASTOR, Michelle",MERCK SHARP & DOHME CORP.,27.05.2022,"A Saccharomyces cerevisiae antibody display system that simultaneously secrets and displays antibody fragments from a very large size synthetic nave human antibody library for therapeutic antibody lead discovery and engineering is described. A bait anchor complexed with a monovalent antibody fragment is tethered on the surface of the S. cerevisiae host cell, wherein the fragment can be assayed for antigen binding, while the full bivalent antibody is simultaneously secreted from the host cell. Methods of using the system for identifying antibodies from the library that bind specifically to an antigen of interest are also provided. Polypeptides, polynucleotides and host cells used for making the antibody display system are also provided along with methods of use thereof.","['C07K', '16/00']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022109039&_cid=P10-L3TXGX-54087-2,HIGH THROUGHPUT DRUG SCREENING METHODS,"BABIC, Ivan",NERD BIO LLC,27.05.2022,"Provided herein are methods amenable to high-throughput multiplexing, in part, using a modified enzyme complementation assay, that can be used to screen a library of test compounds and to identify compounds that inhibit denaturation of a target polypeptide of interest.","['G01N', '33/50']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022109054&_cid=P10-L3TXGX-54087-2,DEHYDRATION OF LACTIC ACID AND RELATED COMPOUNDS IN SOLID ACIDS VIA MULTIFUNCTIONAL FLEXIBLE MODIFIERS,"DAUENHAUER, Paul Jakob",REGENTS OF THE UNIVERSITY OF MINNESOTA,27.05.2022,"A catalyst composition includes a solid acid catalyst having a multiplicity of acid sites on the surfaces and a multifunctional component coupled to the surfaces of the solid acid catalyst. Each multifunctional component includes at least two functional groups configured to accept a proton from an acid site of the multiplicity of acid sites. The catalyst composition can be used to dehydrate lactic acid, a lactic acid ester, a lactic acid salt, or a combination thereof, to yield a product comprising acrylic acid, an acrylic acid ester, an acrylic acid salt, or a combination thereof.","['B01J', '29/08']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022109069&_cid=P10-L3TXGX-54087-2,SYSTEMS FOR REMOVING EXPLOSIVES AND OTHER COEXISTING CONTAMINANTS FROM WATER AND RELATED METHODS,"RITTMANN, Bruce",ARIZONA BOARD OF REGENTS ON BEHALF OF ARIZONA STATE UNIVERSITY,27.05.2022,"The present invention relates to systems and methods for removing oxidized contaminants from water and wastewater using a metal-biofilm, also referred to herein as a bio-metal composite catalyst. In some embodiments, the system comprises a gas-transfer membrane, a hydrogen-gas source, an inoculant comprising a biofilm-forming population of microorganisms, a growth medium comprising at least one nitrate salt and at least one perchlorate salt, and a catalyst precursor medium comprising at least one soluble autocatalytic metal precursor and having a basic pH. Methods of establishing a bio-metal composite catalyst for removing ammunition-related contaminants are also described.","['B01D', '53/22']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022109114&_cid=P10-L3TXGX-54087-2,NESTED FREEZERS FOR STORAGE AND TRANSPORTATION OF COVID VACCINE,"GHOSHAL, Uttam","SHEETAK, INC.",27.05.2022,"The present disclosure is related to nested cooling and heating systems. The cooling system includes an outer cooling assembly with an inner cooling assembly inserted within the outer cooling system. The inner cooling assembly includes thermoelectric coolers, and the outer cooling assembly may thermoelectric or vapor compression driven. Additional intermediate cooling assemblies may be nested together with the inner and outer cooling assemblies to increase the cooling effect in the innermost cooling assembly. Similarly, the heating system uses nested thermoelectric heating assemblies, and hot temperatures can be increased by adding intermediate nested heating assemblies. Intermediate and/or inner assemblies may be removed from the outer assembly to allow for easy transport","['F25B', '21/02']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022108994&_cid=P10-L3TXGX-54087-2,FILTER ELEMENT HAVING FLOW DIRECTING TUBE AND STANDPIPE AND FILTER SYSTEMS INCLUDING THE FILTER ELEMENT,"CALCATERRA, Farrell","BALDWIN FILTERS, INC.",27.05.2022,Filter elements and filter systems are provided. The filter element allows for a reversed flow of fluid through the filter element when flowing from a first port to a second port of a filter head of the filter system. The filter element includes a standpipe in a central cavity of a tube of filter media that is fluidly connected with an exterior of the tube of filter media by a radial flow conduit and an axial flow tube.,"['B01D', '29/23']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022109009&_cid=P10-L3TXGX-54087-2,CLEANING MATERIALS AND PROCESSES FOR LITHIUM PROCESSING EQUIPMENT,"CHAKRABORTY, Tapash","APPLIED MATERIALS, INC.",27.05.2022,"Exemplary methods of removing lithium-containing deposits may include heating a surface of a lithium-containing deposit. The surface may include oxygen or nitrogen, and the lithium-containing deposit may be disposed on a surface of a processing chamber. The methods may include contacting the surface of the lithium-containing deposit with a hydrogen-containing precursor. The contacting may hydrogenate the surface of the lithium-containing deposit. The methods may include contacting the lithium-containing deposit with a nitrogen-containing precursor to form volatile byproducts. The methods may include exhausting the volatile byproducts of the lithium-containing deposit from the processing chamber.","['C23C', '16/44']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022109024&_cid=P10-L3TXGX-54087-2,DEEP TRENCH INTEGRATION PROCESSES AND DEVICES,"YU, Lan","APPLIED MATERIALS, INC.",27.05.2022,Exemplary methods of forming a semiconductor structure may include forming a liner along sidewalls of a trench defined from a first surface of a semiconductor substrate. The liner may extend along the first surface of the semiconductor substrate. The methods may include filling the trench with a dielectric material. The methods may include removing the dielectric material and the liner from the first surface of the semiconductor substrate. The methods may include forming a layer of the liner across the first surface of the semiconductor substrate and the trench defined within the semiconductor substrate.,"['H01L', '29/06']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022109249&_cid=P10-L3TXGX-54087-2,SEMI-PERSISTENT SCHEDULING OF MULTICAST AND BROADCAST SERVICES,"ZHOU, Hua","ZHOU, Hua",27.05.2022,"A wireless device receives one or more messages indicating: a first physical uplink control channel (PUCCH) resource for a first semi-persistent scheduling (SPS) configuration associated with a multicast transmission, and a second PUCCH resource for a second SPS configuration associated with a unicast transmission. A transport block (TB) is received based on an activation of the first SPS configuration. Feedback information for the TB is transmitted via the first PUCCH resource selected, from the first PUCCH resource and the second PUCCH resource, based on the TB being associated with the first SPS configuration.","['H04W', '28/18']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022109219&_cid=P10-L3TXGX-54087-2,HANDOVER FOR COMMUNICATION NETWORKS,"QIAO, Weihua","QIAO, Weihua",27.05.2022,"A second control plane function (CPF) receives, from a first CPF, a request for a handover for a session of a wireless device. The handover request indicates an internet protocol (IP) address, of the wireless device, used by a first user plane function (UPF). The handover request indicates to maintain the IP address of the wireless device. The second CPF sends, to a second UPF, a user plane session request message comprising the IP address.","['H04W', '36/00']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022109174&_cid=P10-L3TXGX-54087-2,MULTICOMPARTMENT CONDUCTIVE COLLAGEN SCAFFOLD AND RELATED METHODS OF MAKING AND USING THE SAME,"CALIARI, Steven, R.",UNIVERSITY OF VIRGINIA PATENT FOUNDATION,27.05.2022,"A multicompartment conductive collagen scaffold composite, comprising a scaffold comprising collagen and an electrically conductive material, optionally wherein the electrically conductive material comprises electrically conductive particles, and further comprising longitudinally aligned pores, and methods of making and using the same.","['A61L', '27/24']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022109294&_cid=P10-L3TXGX-54087-2,RNA STABILIZATION,"HEIM, Kyle P.",TEAM MEDICAL LLC,27.05.2022,Formulations of substances comprising at least one RNA stabilizing substance and at least one substance comprising RNA or based on RNA and methods of using the formulations to improve the storage and use stability of substances comprising RNA or based on RNA.,
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022109159&_cid=P10-L3TXGX-54087-2,"FRAGRANCE DISPERSION SYSTEM, METHOD, AND APPARATUS","REGEARD, Yvan","INHALIO, INC.",27.05.2022,"The present invention is directed to a digital aroma system that includes fragrance diffusers that contain removable fragrance cartridges. The fragrance diffusers provide a scented air on demand into interior spaces of a vehicle or a stationary structure. When a fragrance signal is received by the fragrance diffuser, the fragrance diffuser can open the valves of the selected fragrance cartridge and/or turn on a fan to direct airflow through the selected fragrance cartridge so that dry fragrance particles will be distributed from the into interior spaces of a vehicle or a stationary structure.","['A61L', '9/12']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022109189&_cid=P10-L3TXGX-54087-2,TERMINAL UNIT AND METHOD FOR IMPROVED INDOOR COOLING,"FURMAN, Richard","CHILLED BEAM CONTROLS, LLC",27.05.2022,"A terminal unit is provided for cooling a conditioned space. The terminal unit is provided conditioned air and augments cooling with a local heat exchanger. The terminal unit controls the flow of coolant through the heat exchanger. Latent cooling provided by the conditioned air is augmented by allowing moisture accumulation on the heat exchanger. The terminal unit lacks a drainage system so deleterious moisture accumulation (e.g., dripping) is avoided by monitoring moisture accumulation and controlling the terminal unit accordingly. If the moisture accumulation is below a threshold, the terminal unit is permitted to provide latent cooling locally. If the moisture accumulation is above a threshold, the terminal unit prevents further local latent cooling. Some sensor configurations allow for calculation of air flow rates, the latent cooling rate, and moisture accumulation. This information is used to achieve the desired room conditions more rapidly and precisely.","['F24F', '3/10']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022109204&_cid=P10-L3TXGX-54087-2,LASER COMMUNICATION LINK RANGING AND TIMING,"WANG, Li Leah",LOCKHEED MARTIN CORPORATION,27.05.2022,"Provided herein are various improvements to laser communication ranging. In one example, a method includes converting a ranging signal in a radio frequency (RF) format into an optical format and combining the ranging signal in the optical format with data communications into an optical transmission for receipt by a communication node. The method also includes receiving from the communication node an additional optical transmission comprising additional data communications combined with a retransmitted version of the ranging signal, and determining an indication of a range to the communication node based at least on properties of the retransmitted version of the ranging signal.","['H04B', '10/50']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022109129&_cid=P10-L3TXGX-54087-2,CONJUGATES OF S-ANTIGEN TRANSPORT INHIBITING OLIGONUCLEOTIDE POLYMERS HAVING ENHANCED LIVER TARGETING,"BEIGELMAN, Leonid","ALIGOS THERAPEUTICS, INC.",27.05.2022,"Disclosed herein is an oligonucleotide conjugate or complex thereof, comprising a modified oligonucleotide having sequence independent antiviral activity against hepatitis B, a liver targeting agent, and a linker connecting the liver targeting agent to a 3' end and/or a 5' end of the modified oligonucleotide or complex thereof. The oligonucleotide conjugate may be incorporated into a pharmaceutical composition for treating a liver disease or disorder such as hepatitis B.","['A61K', '31/7115']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022109144&_cid=P10-L3TXGX-54087-2,INDUSTRIAL COMMISSIONING PROCEDURES INCLUDING LOOP CHECKING,"WEISENSEL, Andrew",MARKING SERVICES INCORPORATED,27.05.2022,"A method and system of performing a commissioning procedure for an industrial facility utilizing assets includes receiving, at an electronic processor of a computing device, a series of selections to obtain audit information. From the selections, the electronic processor generates a search query and transmits the search query to a web server and a relational database for execution of the search query to obtain audit information. The electronic processor receives the audit information and populates the audit information into a record including an asset location, and an open pass/fail decision status for each of the assets for display as a record on a user interface. The electronic processor receives a selection of pass or fail for the audit information of a first asset, transmits a pass/fail result to the relational database via the web server, and displays the pass/fail result.","['G06F', '11/00']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022109234&_cid=P10-L3TXGX-54087-2,DUST COVER FOR HAMMER WORK TOOL,"MOORE, Cody T.",CATERPILLAR INC.,27.05.2022,"A dust cover (200) for a hammer work tool (100), a hammer work tool (100), and a method (300) of attaching the same are disclosed. The hammer work tool (100) includes a housing (110), a power cell (120) enclosed inside the housing (110), a tool member (130), and a detachable dust cover (200). When attached, the dust cover (200) prevents particulate matter from entering the housing (110). When detached, a housing opening (111) uncovered by the dust cover (200) provides access to the power cell (120) for maintenance and repairs. During installation, a housing rim (112) and a locking tab (113) of the hammer work tool (100) are respectively received by a groove (231) and a locking tab receiver (237) of the dust cover (200).","['B25D', '17/00']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022109339&_cid=P10-L3TXGX-54087-2,USE OF DEXTRAMER IN SINGLE CELL ANALYSIS,"SAKOFSKY, Cynthia","BECTON, DICKINSON AND COMPANY",27.05.2022,"Disclosed herein include systems, methods, compositions, and kits suitable for the use of dextramers in single cell analysis. In some embodiments, one or more primers allowing generation of separate libraries for proteins (e.g., antibodies) and for dextramers are used.","['C12Q', '1/6804']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022109309&_cid=P10-L3TXGX-54087-2,BROADLY NEUTRALIZING ANTIBODIES AGAINST INFLUENZA NEURAMINIDASE,"CORTI, Davide","VIR BIOTECHNOLOGY, INC.",27.05.2022,"The instant disclosure provides antibodies and antigen-binding fragments thereof that can bind to an influenza virus neuraminidase (NA) and can neutralize an influenza virus infection. Also provided are polynucleotides that encode an antibody, vectors that comprise such polynucleotides, host cells that can express the antibodies, related compositions, and methods of using the herein disclosed compositions to, for example, treat or prevent an influenza infection.","['A61P', '31/16']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022109444&_cid=P10-L3TXGX-54087-2,A WATER-DISPERSIBLE PRESSURE SENSITIVE ADHESIVE COMPOSITION,"TERNORUSKY, Leo",ASHLAND LICENSING AND INTELLECTUAL PROPERTY LLC,27.05.2022,"A plurality of multiphase polymer particles comprising an acrylic-based copolymer derived from monomers comprising: an alkyl methacrylate; an alkyl acrylate; a hydroxyalkyl acrylate or hydroxyalkyl methacrylate; at least one acid; a carboxyalkyl (meth)acrylate; a vinyl ester, and at least one co-polymerizable surfactant. Also disclosed is an emulsion comprising: a plurality of multiphase polymer particles comprising an acrylic-based copolymer, at least one co-polymerizable surfactant, at least one alkylphenol ethoxylate (APE) free nonionic surfactant, and at least one APE free anionic surfactant in an aqueous medium in presence of a free-radical initiator and a buffer. Another objective of this application discloses a water-dispersible acrylic pressure sensitive adhesive composition for label applications, a process for the preparation thereof and a method of bonding a label to a container with the composition.","['C09J', '133/10']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022109354&_cid=P10-L3TXGX-54087-2,LASER ETCHED ARTICLE OF FOOTWEAR AND RELATED METHOD,"EDWARDS, Charles, R.",NIKE INNOVATE C.V.,27.05.2022,"A bladder includes a first polymeric film, a second polymeric film attached to the first polymeric film to form a chamber, and one or more grooves formed in an exterior surface of the chamber. In one configuration, the grooves are formed in the exterior surface of the chamber by subjecting the chamber to a laser-etching process.","['A43B', '1/00']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022109429&_cid=P10-L3TXGX-54087-2,WEARABLE FLUID DISPENSER SYSTEM,"BARHAM, Mitchell, Craig",D COLE LLC,27.05.2022,"The disclosure provides a wearable fluid delivery system, a fluid dispenser apparatus, and methods of using the system and apparatus to dispense fluid to the body of a user. The fluid dispenser apparatus includes an attachment component, a fluid-containing element, and fluid to be dispensed to a user. The fluid delivery system can be attachable to the body of a user.","['A47K', '5/12']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022109264&_cid=P10-L3TXGX-54087-2,"METHOD, SYSTEM, AND APPARATUS FOR WAGER SELECTION","HUKE, Casey, Alexander",ADRENALINEIP,27.05.2022,"A method of selecting wagers inside a micro-market with on-screen gestures. A user can use a gesture, such as swipe right for a run, swipe left for a pass, or swipe to other bets.","['G07F', '17/34']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022109519&_cid=P10-L3TXGX-54087-2,POLYOLEFIN DISCHARGE PROCESS AND APPARATUS,"PRASAD, Giyarpuram, N.",EXXONMOBIL CHEMICAL PATENTS INC.,27.05.2022,"Disclosed is a polyolefin discharge cycle comprising discharging an amount of polyolefin granules from a reactor to a product chamber, wherein the reactor is operated at a pressure of at least 20 psia; transferring the granules from the product chamber to a product blow tank; displacing gas through an equalization line from the product blow tank into the product chamber as granules are transferred from the product chamber to the product blow tank; removing granules from the product blow tank; and repeating the cycle of discharging, transferring, displacing and removing of granules; wherein the granules are transferred at a rate of at least 0.01 ton granules/second; and/or wherein the equalization line is purged with gas before or after at least one cycle; and/or wherein the product chamber comprises a content detector such as a nuclear density detector.","['B01J', '8/00']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022109489&_cid=P10-L3TXGX-54087-2,METHODS FOR THE PRODUCTION OF FINE METAL POWDERS,"KASAINI, Henry W.","US METALS REFINING GROUP, INC.",27.05.2022,"Methods for the manufacture of fine metal powders from metal-containing ammonium compounds such as ammonium oxalate metal salts. The method includes decomposing particulates of the ammonium oxalate metal salt by heating to a decomposition temperature in the presence of a dilute hydrogen gas to decompose the ammonium oxalate compound, and form a fine metal powder by heating to a higher refining temperature to remove contaminants from the fine metal powder. The method may include the conversion of a non-oxalate metal compound to a hydrated metal oxalate and the dehydration of the hydrated metal oxalate before decomposition to the metal. The method is applicable to the production of a wide variety of metals of high purity and fine particle size.","['B22F', '9/30']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022109369&_cid=P10-L3TXGX-54087-2,CHIP-ON-BOARD LED LIGHTING DEVICES,"CHEN, Liang","ADVANCED LIGHTING CONCEPTS, LLC",27.05.2022,"COB LED lighting devices are provided having a substrate, at least one parallel-connected LED segment formed on the substrate, at least one series-connected LED groups mounted to the substrate, each of the LED groups also including at least one parallel-connected LEDs, each LED connected to a pad of the substrate, the device also including a phosphor binder distributed over the LED segments on the substrate, and a current control circuit in electrical communication with each of the LED segments, each current control circuit formed on the substrate adjacent to the LED segments, external to the phosphor binder.","['H01L', '25/075']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022109459&_cid=P10-L3TXGX-54087-2,MULTI-DIAMETER THRUST CUPS,"FLANDER, Simon Mattias",SCHLUMBERGER TECHNOLOGY CORPORATION,27.05.2022,Embodiments described herein provide a multi-diameter thrust device that includes one or more thrust cups. Each thrust cup of the one or more thrust cups includes a first axial end hub disposed at a first axial end of the thrust cup; a second axial end hub disposed at a second axial end of the thrust cup; and a plurality of bowsprings. Each bowspring of the plurality of bowsprings includes a first axial end portion coupled to the first axial end hub and a second axial end portion coupled to the second axial end hub. The plurality of bowsprings are disposed circumferentially about a central axis of the multi-diameter thrust device.,"['E21B', '33/122']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022109504&_cid=P10-L3TXGX-54087-2,FREE SPACE OPTICAL COMMUNICATION SYSTEM COMPRISING FIRST AND SECOND TRANSCEIVER NODES,"GROVER, Alok","8 RIVERS CAPITAL, LLC",27.05.2022,"An optical communication system is provided that includes a first node and a second node. Each node of the first node and the second node includes transmit optics, receive optics. Each node also includes an optical transceiver module configured to provide optical signals to the transmit optics over a first optical conduit, and receive optical signals from the receive optics over a second optical conduit that has a core diameter larger than the first optical conduit. The transmit optics of the first node is configured to transmit first optical signals in free space for receipt by the receive optics of the second node, and the transmit optics of the second node is configured to transmit the second optical signals in free space for receipt by the receive optics of the first node.","['H04B', '10/112']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022109279&_cid=P10-L3TXGX-54087-2,ION-PAIRING (IP) FOR PRODUCING MICROPARTICLES,"WANG, Hong","PHOSPHOREX, INC.",27.05.2022,"The invention described herein provides a method to enhance the encapsulation of certain otherwise hydrophilic compounds (such as hydrophilic proteins and hydrophilic small molecule compounds) with polymers into microspheres or nanoparticles, by ion-pairing with a hydrophobic counter ion to form a ion-pairing (IP) complex, such as a hydrophobic ion-pairing (HIP) complex.","['A61K', '38/00']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022109324&_cid=P10-L3TXGX-54087-2,DEFATTED ANIMAL DAIRY PRODUCTS SUPPLEMENTED WITH MICROBIAL ANAPLEROTIC OIL,"ERNULT, Magdalena, Amezquita","HELIAE DEVELOPMENT, LLC",27.05.2022,"The present invention provides a method of preparing a defatted animal dairy product enriched with microbial anaplerotic oil and animal dairy products rich in odd-chain fatty acids for consumption by human and non-human animals. Also provided are animal dairy products rich in odd-chain fatty acids (OCFA) for consumption by human and non-human animals, the animal dairy product comprising defatted raw animal milk and microbial anaplerotic oil rich in OCFA.","['A23K', '1/00']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022109384&_cid=P10-L3TXGX-54087-2,RADIO FREQUENCY MOISTURE-REMOVAL,"EICHHORN, Kevin",DRYMAX DDG LLC,27.05.2022,"Systems and methods of grain drying using radio frequency waves while maintaining low temperature are disclosed herein. Specifically, the system and method includes minimizing temperature increases caused by dielectric radio frequency heating while increasing intermolecular hydrogen bond disruption. Further disclosed herein are devices systems and methods for removing moisture from a material via radio frequency electromagnetic wave exposure.","['F26B', '3/347']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022109399&_cid=P10-L3TXGX-54087-2,TGF-BETA POLYPEPTIDES,"SEIDEL III, Ronald D.","CUE BIOPHARMA, INC.",27.05.2022,"The present disclosure provides Transforming Growth Factor Beta (TGF-β) polypeptide constructs and complexes that find use in, for example, therapeutic treatment of diseases including autoimmune diseases and metabolic diseases and disorders. Also described are nucleic acids that encode the constructs and complexes and methods of preparing the constructs and complexes in cell-based expression systems.","['A61K', '47/65']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022109414&_cid=P10-L3TXGX-54087-2,RADIOPAQUE MARKER AND DELIVERY SYSTEM,"HOU, Dongming","BOSTON SCIENTIFIC SCIMED, INC.",27.05.2022,A radiopaque anchor and delivery device system may comprise a pigtail catheter and a radiopaque anchor. The pigtail catheter may be a dual lumen catheter configured to deploy the radiopaque anchor and delivery a radiopaque fluid or contrast agent. The implantable radiopaque anchor may be slidably disposed within and deployable from a lumen of the elongate shaft.,"['A61B', '90/00']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022109474&_cid=P10-L3TXGX-54087-2,METHOD OF CALCULATING THE ODDS OF A SPORTS PLAY USING DATA FIDELITY,"HUKE, Casey, Alexander",ADRENALINEIP,27.05.2022,"The present disclosure provides a method of calculating the odds of a sports play using data fidelity by using a historical database and extracting the most recent play data and the previous play data, and comparing the extracted play to a set of rules to determine if the data is accurate and should be used to calculate wagering odds or if the data is inaccurate or contains an error which prompts action by the system, such as suspending the current wager market until the data that is received is accurate. Also, the method provides a method of calculating the odds of a sports play using data fidelity by using a historical database and extracting the most recent wager market data or wager odds data and the previous wager market data or wager odd data and compares the data to a set of rules to determine if the data is accurate and if not notifying an administrator of the wagering network or wagering platform of a systematic error or issue.","['G07F', '17/32']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022109534&_cid=P10-L3TXGX-54087-2,SENSOR MONITORING SYSTEM WITH CLOUD BASED INTERFACE,"LUSTIG, James Michael",BAKER HUGHES HOLDINGS LLC,27.05.2022,"A system including a sensor arranged on a machine and configured to measure one or more properties of a lubricant within the machine, a data hub communicatively connected to the sensor and configured to collect and store the measured one or more properties of the lubricant from the sensor, and a data processor communicatively connected to the data hub and configured to: calculate a maintenance threshold value based on the one or more properties of the lubricant from the sensor; compare the calculated maintenance threshold value to a maintenance threshold range; and output an alert when the calculated maintenance threshold value falls outside of the maintenance threshold range.","['F16N', '29/00']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022109549&_cid=P10-L3TXGX-54087-2,"ELECTRODES HAVING DRY ADHESIVE SECTIONS, WEARABLE DEVICES INCLUDING SUCH ELECTRODES, AND METHOD OF MAKING AND USING SUCH ELECTRODES","DITTMER, Robert","NEXTSENSE, INC.",27.05.2022,"An electrode comprising a top layer comprising at least one conductive polymer section and at least one dry adhesive section, wherein the at least one dry adhesive section comprises a plurality of fibrillar microstructures; at least one middle layer comprising a non-conductive polymer; and a bottom layer comprising a conductive polymer, wherein the conductive polymer of the bottom layer is in electrical communication with the conductive polymer of the top layer through the at least one middle layer.","['A61B', '5/256']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022109564&_cid=P10-L3TXGX-54087-2,CLEANING RECEPTACLE FOR CRYOGENIC FLUID FUELING NOZZLE,"JORDAN, Kevin","ENGINEERED CONTROLS INTERNATIONAL, LLC",27.05.2022,A cleaning receptacle (800) for cleaning a fueling nozzle (700) used to transfer cryogenic fluid is disclosed. An example cleaning receptacle includes an outer body (810). The outer body includes an outer wall (816) that extends circumferentially around a center axis of the cleaning receptacle. The outer wall has a first inner surface (820). The outer body includes a plurality of locating members (822) extending inwardly from the first inner surface toward the center axis. The example cleaning receptacle includes a flow body (830). The flow body includes a second inner surface (832) that defines a cavity (836) and a lip (838) at an outer end of the flow body. The example cleaning receptacle includes a spray body (860) disposed at an inner end of the flow body. The spray body includes a spray head (862) that defines a plurality of spray holes ()866 configured to spray air through the cavity of the flow body and onto surfaces of the fueling nozzle.,"['B08B', '5/02']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022109579&_cid=P10-L3TXGX-54087-2,APPARATUS AND METHOD TO MEASURE DIRECTION AND POLARIZATION OF ELECTROMAGNETIC WAVES,"PAU, Stanley",ARIZONA BOARD OF REGENTS ON BEHALF OF THE UNIVERSITY OF ARIZONA,27.05.2022,"Methods, systems and devices are described that enable simultaneous measurement of the direction and polarization of electromagnetic waves. One example device includes a first, a second and a third detector, each configured to receive and measure an irradiance of an incoming electromagnetic radiation, and each are positioned such that their normal vectors point in a first, a second and a third direction that are different from one another. At least one of the detectors is further configured to obtain polarization information associated with the incoming electromagnetic radiation. The measured irradiances from the first, the second and the third detectors and the obtained polarization information enable identification of the direction of propagation and polarization state of the incoming electromagnetic radiation.","['G01J', '4/00']"
